"Ulitsa Ugreshskaya 2, Bldg. 90,
                                                                                                    Москва,
                                                Россия",55.714293,37.69277
"Ulitsa Letchika Ul'yanina 7, Строение 2,этаж6,,
                                                                                                    Москва,
                                                Россия",55.755814,37.617635
"7 Sadovnicheskaya Naberezhnaya,
                                                                            Замоскворечье,
                                                                            Москва,
                                                Россия",55.746547,37.628038
"43 строение 2 Ulitsa Bol'shaya Polyanka,
                                                                            Якиманка,
                                                                            Москва,
                                                Россия",55.733361,37.619926
"71 Izmaylovskoye Shosse,
                                                                                                    Москва,
                                                Россия",55.791744,37.748619
"Улица Аргуновская 2 корпус 1 ,
                                                                            Останкинский район,
                                                                            Москва,
                                                Россия",55.81344,37.620456
"Малый Златоустинский пер, 3,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.758514,37.634012
"Fridrikha Engelsa Str.20,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.772375,37.68314
"Гостиничный проезд 8 корп.1,
                                                                            Марфино,
                                                                            Москва,
                                                Россия",55.845926,37.576151
"Ulitsa Starovolynskaya 9,
                                                                                                    Москва,
                                                Россия",55.716149,37.485322
"Гостиничная ул.1,
                                                                            Марфино,
                                                                            Москва,
                                                Россия",55.841898,37.57969
"Улица Петровка, 11,
                                                                            Тверской район,
                                                                            Москва,
                                                Россия",55.762905,37.616575
"Nizhegorodskaya Street 79/1,
                                                                                                    Москва,
                                                Россия",55.732256,37.722684
"Ботаническая улица 29 корпус 1,
                                                                            Марфино,
                                                                            Москва,
                                                Россия",55.833865,37.593848
"Сверчков переулок 8 стр.1,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.760226,37.639878
"Shipilovskaya Street 28 A,
                                                                                                    Москва,
                                                Россия",55.618745,37.715138
"Воронцовский преулок дом 5/7,
                                                                            Таганский район,
                                                                            Москва,
                                                Россия",55.734293,37.659766
"1-iy Krasnokursantsky Proezd 1/4,
                                                                            Третье транспортное кольцо,
                                                                            Москва,
                                                Россия",55.758149,37.689761
"Selskokhozyaystvennaya 17 Bld.5,
                                                                                                    Москва,
                                                Россия",55.832773,37.650963
"Большая Спасская ул.4 стр.1,
                                                                            Красносельский район,
                                                                            Москва,
                                                Россия",55.77434,37.640866
"Ленинградское шоссе 39 Стр 1,
                                                                            Войковский район,
                                                                            Москва,
                                                Россия",55.833157,37.484891
"Новорязанская Улица 26 стр.1,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.771661,37.666513
"ул. Бауманская 58/25 корп.8,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.767423,37.67864
"Улица 1-ая Брестская, 44,
                                                                            Тверской район,
                                                                            Москва,
                                                Россия",55.773581,37.58826
"Улица Барвихинская 16 корпус 3,
                                                                                                    Москва,
                                                Россия",55.719627,37.38772
"Переулок Посланников, 9/5,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.770831,37.683194
"ул. Марксистская 20 стр. 9,
                                                                            Таганский район,
                                                                            Москва,
                                                Россия",55.738348,37.658706
"Улица Пречистенка 37/2,
                                                                            Хамовники,
                                                                            Москва,
                                                Россия",55.738971,37.588683
"Stoleshnikov Pereulok 12 bld 3,
                                                                            Тверской район,
                                                                            Москва,
                                                Россия",55.762774,37.613701
"Улица Верхняя Красносельская, 11а-4,
                                                                            Красносельский район,
                                                                            Москва,
                                                Россия",55.783149,37.662686
"Улица Генерала Антонова 5к1,
                                                                                                    Москва,
                                                Россия",55.645222,37.53482
"Волховский переулок 23 /3 строение 2,
                                                                            Басманный район,
                                                                            Москва,
                                                Россия",55.769808,37.685692
"Улица Дубининская, 33В,
                                                                            Замоскворечье,
                                                                            Москва,
                                                Россия",55.725027,37.638647
"Варшавское шоссе 13,
                                                                            Донской район,
                                                                            Москва,
                                                Россия",55.69936,37.621148
"Ulitsa Arbat 6,
                                                                            Арбат,
                                                                            Москва,
                                                Россия",55.751741,37.597522
