"Москва, САО, р-н Левобережный, м. Беломорская, Ленинградское шоссе, 67С29",266453,55.868344,37.458571
"Москва, ЦАО, р-н Басманный, Старокирочный переулок, 6",337000,55.768182,37.682422
"Москва, САО, р-н Беговой, м. Белорусская, Бумажный проезд, 2/2",399617,55.785777,37.58579
"Москва, ЦАО, р-н Тверской, м. Пушкинская, Тверская улица, 15",375143,55.762373,37.607898
"Москва, ЮАО, р-н Зябликово, м. Зябликово, Ореховый бульвар, вл24",273200,55.612533,37.74993
"Москва, ВАО, р-н Гольяново, м. Черкизовская, Амурская улица, вл3",178250,55.807167,37.75753
"Москва, ЦАО, р-н Басманный, м. Бауманская, Нижняя Красносельская улица, 35С7",436000,55.775459,37.673519
"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд, 39к1",252340,55.754618,37.524058
"Москва, СЗАО, р-н Хорошево-Мневники, м. Улица Народного Ополчения, улица Народного Ополчения",276000,55.785346,37.482493
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Сергея Макеева, 9к2",540600,55.761644,37.550567
"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд",200000,55.756366,37.540748
"Москва, ЦАО, р-н Красносельский, м. Красносельская, 3-й Красносельский переулок, 19С4",297842,55.784116,37.656002
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",396000,55.783752,37.598582
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, Рождественская улица, 23/33",161111,55.705488,37.920691
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Лавриненко, 5",111652,55.701587,37.946598
"Москва, ЦАО, р-н Красносельский, м. Комсомольская, Большая Спасская улица",354291,55.776077,37.643489
"Москва, СВАО, р-н Марьина роща, м. Марьина роща, 1-я Ямская улица",363029,55.794689,37.609892
"Москва, ЦАО, р-н Пресненский, м. Белорусская, Средний Тишинский переулок, вл5-7",555720,55.769975,37.576798
"Москва, СЗАО, р-н Щукино, м. Октябрьское поле, улица Берзарина, 28Ак1",220000,55.790939,37.475495
"Москва, СЗАО, р-н Щукино, м. Панфиловская, улица Маршала Рыбалко, 2к4",341840,55.797483,37.495096
"Москва, СЗАО, р-н Щукино, м. Панфиловская, улица Маршала Рыбалко, 2к4",323795,55.797483,37.495096
"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд",247000,55.756366,37.540748
"Москва, ЦАО, р-н Пресненский, м. Выставочная, Краснопресненская набережная",534450,55.753752,37.558796
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Трехгорный Вал, 14С1",727783,55.759932,37.561275
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Красногвардейский бульвар, 15С2",340602,55.762713,37.542913
"Москва, СВАО, р-н Марьина роща, м. Марьина роща, 1-я Ямская улица",370190,55.794689,37.609892
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Вертолетчиков, 4",151872,55.702637,37.94305
"Москва, САО, р-н Савеловский, м. Дмитровская, Башиловская улица, 21",242671,55.801298,37.574759
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",457782,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",500000,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",496524,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",690000,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",351515,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",699301,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",729493,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",1333333,55.770811,37.591189
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",1452736,55.770811,37.591189
"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд",235000,55.756366,37.540748
"Москва, ЦАО, р-н Красносельский, м. Красносельская, 3-й Красносельский переулок, 19С4",260000,55.784116,37.656002
"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мосфильмовская улица, 8",513333,55.723257,37.52766
"Москва, ЦАО, р-н Пресненский, м. Выставочная, Краснопресненская набережная",609000,55.753752,37.558796
"Москва, ЦАО, р-н Пресненский, м. Белорусская, Средний Тишинский переулок, вл5-7",495657,55.769975,37.576798
"Москва, ЦАО, р-н Пресненский, м. Шелепиха, Шмитовский проезд",232000,55.756366,37.540748
"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",341176,55.770811,37.591189
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Лавриненко, 13к1",142951,55.703185,37.950668
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, Покровская улица, 14",125702,55.699533,37.93669
"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, улица Лавриненко, 3",123692,55.70143,37.944514
"Москва, СЗАО, р-н Щукино, м. Октябрьское поле, улица Берзарина, 28Ак2",220700,55.790469,37.475342
"Москва, ЦАО, р-н Басманный, м. Красносельская, Нижняя Красносельская улица, 35С49",399900,55.775545,37.672118
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, 4",539880,55.734973,37.571013
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, 4",693561,55.734973,37.571013
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, 4",706562,55.734973,37.571013
"Москва, ЦАО, р-н Пресненский, м. Выставочная, Краснопресненская набережная",540750,55.753752,37.558796
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, 2-я Черногрязская улица, 6к1",461800,55.761249,37.547153
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, вл2/3",637757,55.735713,37.572351
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",381000,55.783752,37.598582
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",381000,55.783752,37.598582
"Москва, ЦАО, р-н Пресненский, м. Белорусская, Средний Тишинский переулок, вл5-7",891320,55.769975,37.576798
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, вл2/3",685209,55.735713,37.572351
"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, Зубовская улица",950000,55.737765,37.584227
"Москва, ЦАО, р-н Басманный, м. Электрозаводская, Большая Почтовая улица, 24С1",284000,55.777915,37.701044
"Москва, СЗАО, р-н Щукино, м. Октябрьское поле, улица Берзарина, 28Ак1",234500,55.790939,37.475495
"Москва, ЦАО, р-н Тверской, м. Новослободская, Долгоруковская улица, 25к2",774821,55.776416,37.601978
"Москва, ЮАО, р-н Даниловский, м. Тульская, 3-й Павелецкий проезд, 6кг",238602,55.7116,37.640327
"Москва, САО, р-н Хорошевский, м. Беговая, Хорошевское шоссе, 12к1",277702,55.774745,37.548609
"Москва, САО, р-н Хорошевский, м. Беговая, Хорошевское шоссе, 12к1",257031,55.774745,37.548609
"Москва, ЦАО, р-н Красносельский, м. Красносельская, 3-й Красносельский переулок, 19С4",320000,55.784116,37.656002
"Москва, САО, р-н Савеловский, м. Гражданская, улица Юннатов, 4Г",250000,55.798723,37.565084
"Москва, ЦАО, р-н Пресненский, м. Белорусская, Средний Тишинский переулок, вл5-7",911310,55.769975,37.576798
"Москва, САО, р-н Беговой, м. Белорусская, улица 3-я Ямского Поля, 9к4",304944,55.780785,37.579771
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, вл2/3",780132,55.735713,37.572351
"Москва, ЗАО, р-н Раменки, м. Университет, Ломоносовский проспект, 25к2",429904,55.695195,37.530229
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, вл2/3",856243,55.735713,37.572351
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Погодинская улица, вл2/3",713792,55.735713,37.572351
"Москва, ЮАО, р-н Нагатино-Садовники, м. Коломенская, Нагатинская набережная, 10к3",240715,55.682935,37.64542
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",459000,55.783752,37.598582
