"125212, г. Москва, 5-й Войковский проезд, д. 24",55.821451,37.490604
"119841, г. Москва, ул. Знаменка, д. 10",55.750261,37.605607
"117638, г. Москва, ул. Азовская, д. 2, корп. 1",55.662506,37.604753
"129366, г. Москва, ул. Бориса Галушкина, д. 4",55.825674,37.649948
"107113, г. Москва, ул. 2-ая Рыбинская, д. 13",55.789289,37.65699
"127299, г. Москва, ул. Космонавта Волкова, д. 20",55.815762,37.524974
"125047, г. Москва, ул. Александра Невского, д. 19/25, стр. 1",55.776507,37.589778
"125493, г. Москва, ул. Смольная, д. 10",55.848235,37.498743
"119454, г. Москва, ул. Лобачевского, д. 90",55.675758,37.486643
"125171, г. Москва, ул. Зои и Александра Космодемьянских, д. 8",55.819595,37.506936
"119602, г Москва, Мичуринский проспект, д.70",55.683331,37.470042
"125565, г. Москва, ул. Фестивальная, д. 2",55.856422,37.483571
"119049, г. Москва, Ленинский просп., д. 8, стр. 16",55.726543,37.602903
"109316, г. Москва, ул. Иерусалимская, д. 3",55.732595,37.677867
"119571, г. Москва, просп. Вернадского, д. 100",55.649992,37.471524
"109074, г. Москва, Китайгородский проезд, д. 9",55.750145,37.63597
"109472, г. Москва, ул. Чугунные ворота, д. 5, корп. 1",55.695991,37.7964
"125190, г. Москва, ул. Планетная, д. 3",55.798217,37.551358
"103107, г. Москва, ул. Большая Садовая, д. 14",55.767276,37.594513
"119285, г. Москва, ул. Пудовкина, д. 4а",55.727602,37.53305
"109456, г. Москва, 4-й Вешняковский проезд, д. 4",55.717984,37.795996
"129226, г. Москва, ул. Вильгельма Пика, д. 3",55.835048,37.63729
"117638, г. Москва, ул. Азовская, д. 2, корп. 1",55.662506,37.604753
"119995, г. Москва, ул. Олеко Дундича, д. 23",55.738693,37.487577
"127550, г. Москва, ул. Прянишникова, д. 2а",55.833703,37.543758
"129366, г. Москва, ул. Ярославская, д. 13",55.819545,37.643812
"109012, г. Москва, ул. Неглинная, д. 6/2, стр. 1, 2",55.759501,37.621597
"125373, г. Москва ул. Героев Панфиловцев, д.39, к. 2",55.853723,37.411831
"115035, г. Москва, ул. Садовническая, д. 52/45",55.743426,37.638162
"119049, г. Москва, Мароновский пер., д. 26",55.73256,37.609038
"117485, г. Москва, ул. Академика Волгина, д. 6",55.653456,37.518129
"109147, г. Москва, ул. Марксистская, д. 36",55.734395,37.665956
"121165, г. Москва, Резервный проезд, д. 10/12",55.741125,37.550118
"103064, г. Москва, ул. Казакова, д. 15",55.76287,37.663728
"109542, г. Москва, Рязанский просп., д. 99",55.712371,37.817448
"117485, г. Москва, ул. Академика Волгина, д. 6, к. 119",55.653456,37.518129
"115054, г. Москва, 6-ой Монетчиковский пер., д. 19",55.731566,37.633464
"117418, г. Москва, ул. Профсоюзная, д. 23",55.675128,37.561284
"125057, г. Москва, ул. Острякова, д. 3",55.799284,37.52704
"129626, г. Москва, ул. 1-ая Мытищинская, д. 23",55.801055,37.646399
"117042 г.Москва, ул.Поляны д.57",55.549786,37.544378
"119180, г. Москва, Бродников пер., д. 3",55.736899,37.617698
"119021, г. Москва, ул. Остоженка, д. 53/2",55.735414,37.595393
"109052, г. Москва, ул. Подъёмная, д. 12, стр. 1",55.741313,37.707063
